words@svd1978m	@svd1978m	230.138	230.377	/
words@svd1978m	@svd1978m	230.377	230.616	как
words@svd1978m	@svd1978m	230.616	230.855	обычно
words@svd1978m	@svd1978m	230.855	231.094	/
words@svd1978m	@svd1978m	231.094	231.333	всем
words@svd1978m	@svd1978m	231.333	231.572	антропологам
words@svd1978m	@svd1978m	231.572	231.811	нужны
words@svd1978m	@svd1978m	231.811	232.05	звенья
words@svd1978m	@svd1978m	232.05	232.297	//
words@svd1978m	@svd1978m	246.991	247.208	не
words@svd1978m	@svd1978m	247.208	247.425	ну
words@svd1978m	@svd1978m	247.425	247.642	я
words@svd1978m	@svd1978m	247.642	247.859	думаю
words@svd1978m	@svd1978m	247.859	248.076	еще
words@svd1978m	@svd1978m	248.076	248.293	лингвисты
words@svd1978m	@svd1978m	248.293	248.51	/
words@svd1978m	@svd1978m	248.51	248.727	на
words@svd1978m	@svd1978m	248.727	248.944	самом
words@svd1978m	@svd1978m	248.944	249.161	деле
words@svd1978m	@svd1978m	249.161	249.378	очень
words@svd1978m	@svd1978m	249.378	249.595	даже
words@svd1978m	@svd1978m	249.595	249.812	//
words@svd1978m	@svd1978m	250.511	250.798	потому
words@svd1978m	@svd1978m	250.798	251.085	что
words@svd1978m	@svd1978m	251.085	251.372	в
words@svd1978m	@svd1978m	251.372	251.659	Африке
words@svd1978m	@svd1978m	251.659	251.946	один
words@svd1978m	@svd1978m	251.946	252.233	из
words@svd1978m	@svd1978m	252.233	252.52	мировых
words@svd1978m	@svd1978m	252.52	252.807	центров
words@svd1978m	@svd1978m	252.807	253.094	разнообразия
words@svd1978m	@svd1978m	253.094	253.389	//
words@svd1978m	@svd1978m	253.535	253.731	там
words@svd1978m	@svd1978m	253.731	253.927	/
words@svd1978m	@svd1978m	253.927	254.123	вроде
words@svd1978m	@svd1978m	254.123	254.319	/
words@svd1978m	@svd1978m	254.319	254.515	в
words@svd1978m	@svd1978m	254.515	254.711	районе
words@svd1978m	@svd1978m	254.711	254.907	озера
words@svd1978m	@svd1978m	254.907	255.103	Чад
words@svd1978m	@svd1978m	255.103	255.299	/
words@svd1978m	@svd1978m	255.299	255.495	например
words@svd1978m	@svd1978m	255.495	255.701	//
words@svd1978m	@svd1978m	255.807	256.114	там
words@svd1978m	@svd1978m	256.114	256.421	чёто
words@svd1978m	@svd1978m	256.421	256.728	какое-то
words@svd1978m	@svd1978m	256.728	257.035	безумное
words@svd1978m	@svd1978m	257.035	257.342	количество
words@svd1978m	@svd1978m	257.342	257.649	языков
words@svd1978m	@svd1978m	257.649	257.956	/
words@svd1978m	@svd1978m	257.956	258.263	они
words@svd1978m	@svd1978m	258.263	258.57	там
words@svd1978m	@svd1978m	258.57	258.877	куча
words@svd1978m	@svd1978m	258.877	259.184	изолированных
words@svd1978m	@svd1978m	259.184	259.502	//
words@svd1978m	@svd1978m	259.611	259.861	так
words@svd1978m	@svd1978m	259.861	260.111	что
words@svd1978m	@svd1978m	260.111	260.361	не
words@svd1978m	@svd1978m	260.361	260.611	только
words@svd1978m	@svd1978m	260.611	260.861	антропологи
words@svd1978m	@svd1978m	260.861	261.114	//
words@svd1978m	@svd1978m	265.152	265.376	ну
words@svd1978m	@svd1978m	265.376	265.6	/
words@svd1978m	@svd1978m	265.6	265.824	копать
words@svd1978m	@svd1978m	265.824	266.048	/
words@svd1978m	@svd1978m	266.048	266.272	нету
words@svd1978m	@svd1978m	266.272	266.496	/
words@svd1978m	@svd1978m	266.496	266.72	потому
words@svd1978m	@svd1978m	266.72	266.944	что
words@svd1978m	@svd1978m	266.944	267.168	/
words@svd1978m	@svd1978m	267.168	267.392	ну
words@svd1978m	@svd1978m	267.392	267.616	/
words@svd1978m	@svd1978m	267.616	267.84	радость
words@svd1978m	@svd1978m	267.84	268.064	такая
words@svd1978m	@svd1978m	268.064	268.288	сомнительная
words@svd1978m	@svd1978m	268.288	268.512	немножко
words@svd1978m	@svd1978m	268.512	268.736	/
words@svd1978m	@svd1978m	268.736	268.96	на
words@svd1978m	@svd1978m	268.96	269.184	жаре
words@svd1978m	@svd1978m	269.184	269.408	вкалывать
words@svd1978m	@svd1978m	269.408	269.632	там
words@svd1978m	@svd1978m	269.632	269.856	где-то
